#CLUSTER  ddG_298.15K_[kcal/mol] ddH_298.15K_[kcal/mol] ddS_298.15K_[cal/mol/K]
2am1ca1sa                    -29.003296320035588 -61.976410198025405 -110.59236584914059
2dma1fa1sa                   -29.631312693993095 -64.92987550597172  -118.39195979262658
1am1mb2msa                   -30.066567951405887 -68.35340492875548  -128.4146804536652 
1pcla1sa1tma                 -30.129225142954965 -54.438566850236384 -81.53393160229759 
2sa1tma                      -30.205450644847588 -53.89494560312596  -79.4549554192072  
2ca1ma1tma                   -30.31520446302602  -66.21032144055062  -120.39281226727462
2am1msa1p1sa                 -30.71749171112606  -64.05778824418667  -111.82390250873864
2ma1msa1nta                  -30.75219712444232  -66.04455187535495  -118.37113785312394
1fa2msa2tma                  -30.760196301533142 -79.10276988678379  -162.14178629932135
1dma3msa                     -30.804953169543296 -70.18971655122004  -132.0971436579537 
1dma1msa1sa                  -31.0133203525329   -56.13345125422347  -84.2533318851824  
1ma2msa1tma                  -31.076822980554425 -67.39286008410272  -121.80458528778435
2am1msa1sa                   -31.210842891363427 -65.55794046900701  -115.2007297584429 
1am1fa1msa1nta1tma           -31.541220641505788 -77.53871065709973  -154.2763374667186 
1b2msa                       -31.685197829152457 -58.94557577825617  -91.43175565661234 
1am2ca1dma                   -31.735576377192046 -66.76037599259871  -117.47375353112238
2dma2nta                     -31.810904515441507 -66.89067478419747  -117.65812600611343
2am1ca1pcla                  -31.817116605117917 -64.83408592274645  -110.73945771430262
1dma1fa1msa1nta2tma          -31.934446856670547 -91.27619536450948  -199.03319975798036
1dma1msa1nta1tma             -31.948644758362207 -67.69897552771727  -119.90719694605602
2am1fa1nta1sa                -32.015267018869054 -76.25327209132956  -148.37499605038397
1dma2sa                      -32.086823828169145 -55.217386020347476 -77.58028573583888 
2am2msa1p                    -32.12450427605654  -66.36438644849113  -114.84112752799034
1dma1pcla1sa                 -32.231266387563664 -55.914756906742696 -79.4348164318306  
1nta1sa2tma                  -32.24146304113674  -68.00771455932409  -119.96059539876374
2ma1nta1sa                   -32.38504578761058  -66.83160815847805  -115.53433631006027
2ca1dma1tma                  -32.42872411485587  -69.36111148982309  -123.87183422714106
2am1fa2msa                   -32.48625445330981  -79.56387082429137  -157.89909901376666
1am1fa1ma1msa1nta            -32.69827930725296  -78.88171507479274  -154.90000257429807
1eda2sa                      -32.70827098179143  -57.062091047992    -81.68311274961523 
4am1p1sa                     -32.829042020239285 -71.09869188707671  -128.3570346029009 
3am1fa1msa1nta               -32.93832986490452  -88.115831585048    -185.06624759413032
1am1ca1ma1sa                 -33.16965088725556  -67.3321535809082   -114.58159548419641
2gd1sa                       -33.30213966179872  -56.86018856993178  -79.01408320701152 
2am1fa1msa1nta1tma           -33.30792716545693  -88.48484365880722  -185.0642847333752 
1b1sa                        -33.37507106602425  -47.247824174002744 -46.52944191859534 
1am3sa                       -33.50786797842011  -68.5414354018867   -117.50316090378871
2am2sa                       -33.58614862407558  -66.1369316020282   -109.17586107000137
1am1fa1msa1nta2tma           -33.731481217138935 -91.71612580769579  -194.4814509159961 
1dma1ma1msa1nta              -33.75261597931967  -69.6161398088152   -120.2868483297965 
2ca2ma                       -33.779717645345954 -69.56105449536699  -120.01119184954662
1am1ca1sa1tma                -33.78777733464085  -68.87173570375307  -117.67217296360906
2ma2msa                      -33.9198182921391   -70.82582883501891  -123.78336589957301
2dma1p1sa                    -33.934016505183536 -56.2648776396818   -74.89807524576996 
1am1fa2msa1tma               -33.98224004615622  -82.03832790270098  -161.18090845768984
2msa2sa3w                    -34.157863098196685 -107.68605764268432 -246.61477291544364
1am1b1sa                     -34.56803240155568  -58.78743294335436  -81.23226745519159 
1am1ca1pcla1tma              -34.61947169354244  -69.00328261547838  -115.32386691880333
1ma1nta1sa1tma               -34.65395661916409  -70.32903672786779  -119.65480499351656
1fa1ma1msa1nta1tma           -35.258602310714195 -83.10098479670705  -160.46413713272852
1dma1fa1msa1nta1tma          -35.37233863437723  -83.10230581444921  -160.08709434911236
2ca1dma1ma                   -35.663248097276664 -72.6361750044307   -124.00780448466818
1am1ca1ma1pcla               -35.693016742996406 -70.32563787180698  -116.15838044184946
1am1dma1fa1msa1nta           -35.7466891669028   -82.0940614756255   -155.4498484276025 
1dma1ma1nta1sa               -35.78344905766426  -71.94005724863382  -121.2698580950661 
2msa1nta2tma                 -35.87368792598136  -85.4336619611422   -166.22496741674863
1ca1sa2tma                   -35.92922989078215  -72.97883854224347  -124.26499631611425
3put1sa                      -35.94674735929584  -80.4003503160784   -149.09811489735938
1fa2ma1msa1nta               -35.9541542805091   -83.46409313721233  -159.34911573592302
1fa1ma1msa1nta2tma           -36.271755258960184 -96.0289011093264   -200.4264492716013 
1am1fa1ma1nta1sa             -36.29803764965618  -81.46568732563173  -151.49303932941226
2am1pcla1sa                  -36.54949963564286  -68.2762133423821   -106.41191919045232
2am1fa1ma1msa1nta            -36.599997599754715 -93.37366704599117  -190.41982038010403
3am4msa                      -36.712807023199275 -107.14473385526799 -236.2298401217046 
1ca1pcla2tma                 -36.76686922999215  -71.81898610264761  -117.56537606124   
2dma1msa1nta                 -36.80289474866004  -73.07404570633662  -121.6540364170642 
1am1fa1ma2msa                -36.93679957126733  -84.46042467886582  -159.39501964662168
1am1ca1dma1sa                -37.08661781006958  -72.10271884355461  -117.44457834494746
1am1fa1nta1sa1tma            -37.14442000382405  -83.92615532476339  -156.90670910977315
1dma1ma2msa                  -37.31007312890142  -74.30201941705309  -124.07159580125398
1am1dma1fa1msa1nta1tma       -37.39550633348699  -96.76894501392962  -199.13948911776464
1dma2msa1sa                  -37.45794621884124  -76.37973593577044  -130.5443223773425 
2am2pcla                     -37.52625416626688  -70.25042124930769  -109.75739420724776
3sa1tma                      -37.554669412449584 -74.82526634485112  -125.00619464167202
2dma1malonic1sa              -37.579016798350494 -75.57762115210062  -127.44794349753994
1am4sa                       -37.624700316693634 -86.75699887028895  -164.7905368238085 
1dma1malonic2sa              -37.68589150707703  -76.73266360734124  -130.96351534635414
1ca1ma1sa1tma                -37.81548106933769  -74.66187947508297  -123.5834258120048 
2am1b1sa                     -37.8657909349422   -72.5411150768632   -116.30160704973385
1ca2ma1sa                    -37.92552127636736  -72.84612872131402  -117.12429127951762
1am1ma2sa                    -38.12646725738887  -72.28350635524839  -114.56327049425988
1ma3sa                       -38.197900489671156 -75.40088839968666  -124.77943287017925
1am1fa1ma1msa1nta1tma        -38.30472210100561  -96.6737123785424   -195.77055266707737
3am1fa1nta1sa                -38.437992397055496 -93.97201553039486  -186.26202627345145
1fa1nta1sa2tma               -38.46249417375657  -86.44441310316324  -160.93214465674907
1am1ca1dma1pcla              -38.5532568183844   -73.35576540988404  -116.72818578423902
2am1fa1msa1sa                -38.57565660891123  -85.32731475168839  -156.80582975916013
1dma1fa2msa1tma              -38.58118106496113  -88.1941931337642   -166.4028578527528 
1dma1nta1sa1tma              -38.58754060343199  -74.50231544833514  -120.45874507743383
1fa1ma2msa1tma               -38.6503911967302   -87.03830371066579  -162.2938538122507 
1eda1fa2msa1tma              -38.71763287881913  -89.22103222101578  -169.38923140071438
2ca2dma                      -38.8415633647237   -75.45049333927454  -122.78695279042029
1ca1ma1pcla1tma              -39.14519264899718  -74.80481081854668  -119.60294539540317
4put1sa                      -39.205918320745695 -97.98079452727688  -197.13190074301502
2dma1nta1sa                  -39.274427110969555 -75.37916777998907  -121.09589357385165
2dma2msa                     -39.317400126950815 -76.8018355401      -125.72341242025772
1am1eda1fa2msa               -39.58110350370407  -88.58438182098325  -164.357800830612  
1ma1msa1sa1tma               -39.60696927418758  -76.60010838820017  -124.07559655907774
2am1dma1fa1msa1nta           -39.670787089067744 -96.93707950730459  -192.07208592393513
2ma1msa1sa                   -39.67484463879373  -76.45533190423157  -123.3623587643804 
1am1dma1fa1nta1sa            -39.841641122999135 -86.18435179145308  -155.43421320958453
1dma3msa1sa                  -39.90450030792272  -92.19856334355427  -175.39514685782217
3am1msa1p1sa                 -39.924039838588214 -82.80469089219696  -143.82240836365452
1dma1fa1ma1msa1nta           -39.93072925476008  -87.34662700738409  -159.03370032774535
2dma1fa1msa1nta              -39.96961134127923  -87.6856296925398   -160.0403097477793 
1am1dma1fa2msa               -40.081605259212665 -87.85433902556542  -160.23053418247088
1am2sa1tma                   -40.16649433191924  -75.74626499591977  -119.33513554912768
1am1ma1pcla1sa               -40.18929158517858  -73.80834306130419  -112.75885116945062
3am2sa                       -40.27632158109918  -83.10524769476615  -143.64892206500753
5am1p1sa                     -40.27773210887972  -88.6424475859094   -162.21605056822358
1fa2ma1nta1sa                -40.29957592423307  -87.26032353617484  -157.50711927563353
1am1fa2ma1msa1nta            -40.33719207943068  -97.34110980425612  -191.19207689039072
1fa1msa1sa2tma               -40.35759606069769  -89.05897671822459  -163.34523111724596
1ca2ma1pcla                  -40.3836863640463   -76.01606410066597  -119.51158053512466
2dma1fa1msa1nta1tma          -40.4575244817388   -100.99063515925081 -203.0290480550052 
1fa2ma2msa                   -40.48958286782727  -88.6172755692387   -161.4210722840013 
1fa1msa1sa3tma               -40.50541718991008  -99.96908331796294  -199.44211345977266
4am3msa                      -40.56224511563778  -108.17056346964091 -226.75941087911758
1dma1fa1ma1msa1nta1tma       -40.63916824855551  -100.14297089754837 -199.5767320108406 
1ma2msa1nta1tma              -40.65562577509263  -90.29429926304147  -166.4889266754385 
3dma1malonic1sa              -40.69477377383737  -90.7010995450546   -167.72203847471962
2am1fa2sa                    -40.81071695568971  -86.13774949056096  -152.02761205728905
1fa2ma1msa1nta1tma           -40.90051007938746  -101.07297290471615 -201.81942923166798
2am2msa1sa                   -40.9482284070109   -86.77878658176633  -153.71644532911114
1am1b2msa                    -41.01553468767088  -79.38829939591233  -128.70288347496972
1b1msa1sa                    -41.04852101684082  -67.93436145572923  -90.17555069149346 
1fa1ma1nta1sa1tma            -41.11838484737382  -88.96563233537017  -160.48045442905146
2am1mb2msa                   -41.14358296833234  -90.68147753464291  -166.1509125146734 
1b2homJ                      -41.17473107436672  -78.42151043144986  -124.92631010275937
1am1pcla1sa1tma              -41.19054775308177  -75.80108638395905  -116.08431538142788
1ca1dma1ma1sa                -41.19607255194569  -78.35915339435451  -124.64558390918171
1put2sa                      -41.30295971443411  -69.61328659241553  -94.95330162040847 
1ca1dma1sa1tma               -41.3560578237084   -78.4564184496121   -124.43521927161095
1b1dma1sa                    -41.515132888103835 -67.084938708751    -85.76154895396078 
1gd2sa                       -41.55474862642586  -66.54574390873313  -83.82020889615426 
1am1ma2pcla                  -41.80119007395115  -76.104489756166    -115.05383089737632
1dma2msa1nta1tma             -41.81607902875112  -92.54214404919185  -170.1360557453964 
1am1dma2sa                   -41.87022528832313  -76.32025930762757  -115.54598027614713
1ca1dma1pcla1tma             -42.00442963560636  -78.16059098558617  -121.26835938298919
2am1fa1ma1nta1sa             -42.05792998423567  -98.95051103463629  -190.81865185454384
1am2dma1fa1msa1nta           -42.190527606668184 -101.57733299830579 -199.18432128740307
1am2pcla1tma                 -42.22468972335628  -76.22275236636051  -114.030060852447  
1dma1msa2sa                  -42.23953501775395  -81.04761362296995  -130.16293344040452
1am1eda2sa                   -42.30768652597908  -77.39171036751941  -117.6723925596035 
1fa3ma1msa1nta               -42.356219461216824 -101.68081743866787 -198.97567659754958
2ma2msa1nta                  -42.363862121565035 -91.36662165095913  -164.35606080669788
2dma1fa2msa                  -42.4048641868867   -91.72842929302715  -165.43204798264932
1am5sa                       -42.489706196356565 -105.03665709495544 -209.78350125224222
2ma2sa                       -42.53378641186282  -78.2105294961948   -119.66038264065465
2am1fa1nta1sa1tma            -42.56696360321075  -100.10024007208995 -192.96755481800295
1dma1fa1nta1sa1tma           -42.730590158098494 -90.12324954228825  -158.9557584576753 
2am1msa2sa                   -42.76040332822595  -89.02394163573626  -155.16866781026187
1dma1msa1sa1tma              -42.85709279224102  -80.23329650386586  -125.36040151579168
1ca1dma1ma1pcla              -42.89094369142549  -79.2887036264292   -122.07868500654763
1am1dma1pcla1sa              -43.037761137180496 -78.080033893988    -117.53235873449358
1dma3sa                      -43.083578274352476 -80.45025951275602  -125.32846298375895
1msa1nta1sa2tma              -43.15040663452237  -93.28697898820974  -168.15888765282   
1am1dma1fa1ma1msa1nta        -43.230744070984656 -101.40412612343789 -195.11447946540872
1b2dma1sa                    -43.29444112587953  -80.98743176215794  -126.42291006612598
1dma1ma1msa1sa               -43.33317815582268  -80.46024596062489  -124.52479558891699
1ma4sa                       -43.468354150420055 -93.73972910665907  -168.61101779752792
3gd1sa                       -43.5125287323026   -79.36162456439342  -120.23845658937448
1am1fa1ma1msa1sa             -43.52473558485508  -90.79110883758403  -158.53219269725867
1dma1fa1ma2msa               -43.63216001866385  -92.78054028586484  -164.84447515402627
1fa1nta1sa3tma               -43.83007511938922  -103.41683073883178 -199.8549576377618 
1eda1fa1ma2msa               -43.90651309757959  -93.16103231802117  -165.2004669483707 
4am2sa                       -43.94471039844211  -97.09477124141995  -178.26617757086325
1dma1fa1ma1nta1sa            -43.97059045144124  -91.44105089543154  -159.21670449130346
3am2msa1sa                   -44.25071789120557  -101.55628263001563 -192.20380593280805
1ma2sa1tma                   -44.32169829974009  -80.98720888551907  -122.97672509106717
1am1mb3msa                   -44.38231113675283  -96.42395913117798  -174.54854266140262
3dma1fa1msa1nta              -44.52429003713769  -104.68720100578503 -201.78739214711445
1ca2dma1sa                   -44.59272646793397  -82.07478305802215  -125.71543380849984
2am1ma2sa                    -44.60566463600844  -90.27225032215938  -153.16647890733725
1b1homJ2sa                   -44.646342293825    -86.80063121160492  -141.38617782255105
3am1dma2sa                   -44.681554159731604 -99.99917898280546  -185.53622278396725
1dma1eda1fa2msa              -44.75291555467993  -95.78650522476528  -171.16749847455932
1dma1ma2msa1nta              -44.87457007015473  -95.13864613496116  -168.58653719604231
2ma1pcla1sa                  -44.96971002704231  -79.51116913516307  -115.85262152671315
3am1fa1msa1sa                -45.06700429785997  -101.58685309323482 -189.56850174569723
1am1fa1nta1sa2tma            -45.087112729641376 -103.93299717700575 -197.37006355008816
1fa1ma1msa1sa1tma            -45.11719304796134  -93.95332344071358  -163.79718394339278
1am1eda1fa1msa1sa            -45.12406073603779  -93.81900097406469  -163.32362984540538
1dma1fa2ma1msa1nta           -45.13836783534498  -104.32823801334598 -198.5237973436773 
2dma1fa1nta1sa               -45.169657675374765 -93.02616849384503  -160.5115237916699 
1am1dma2pcla                 -45.284206084907055 -79.4006941531552   -114.42726167443143
1am1fa1ma2sa                 -45.35148642677814  -91.44797993358225  -154.60839680420196
1ma1pcla1sa1tma              -45.37494079193857  -81.62910207078676  -121.59705275427858
2am1dma1fa1nta1sa            -45.466725351812784 -103.00735941628227 -192.99223231443915
1am1fa2sa1tma                -45.5460095070448   -92.51935841856175  -157.54938424200662
1pcla1sa2tma                 -45.584687888709595 -81.9216244952986   -121.87468256493625
1dma2msa2sa                  -45.796426156535745 -98.19093329343013  -175.73203802380604
2dma3msa                     -45.868074810132384 -96.85992183932103  -171.027492970517  
2am1fa1msa1sa1tma            -45.868166741289315 -102.50718357632286 -189.9681933097852 
2dma2msa1nta                 -45.95945503478288  -96.48697523828014  -169.47013316558653
1am1fa2ma1nta1sa             -46.014186424727086 -103.98406704020454 -194.43193230120357
2dma1fa1ma1msa1nta           -46.13754087642883  -106.02200004240149 -200.85346022504265
1dma1ma2sa                   -46.219919299008325 -82.53429560468066  -121.79901494396421
2dma1msa1sa                  -46.249167347792536 -83.67991676973179  -125.54334872339004
1ca2dma1pcla                 -46.26014407852199  -82.67349167057546  -122.130966265141  
1am1fa1ma1nta1sa1tma         -46.28279186885629  -104.75802215791191 -196.12688341172617
1am2sa2tma                   -46.285385301249335 -93.33319658151595  -157.79913225002662
1am1dma1fa1msa1sa            -46.394071502727456 -94.51941316772718  -161.41318686983095
1eda1ma2sa                   -46.68423079268541  -83.48165392456576  -123.41916193840922
1eda3sa                      -46.76314617134631  -85.59275882830843  -130.23515900235265
2ma2pcla                     -46.81127670232672  -81.98137640592176  -117.96109241507982
1ma2pcla1tma                 -46.830270834165276 -82.24785348019213  -118.79115427160353
2sa2tma                      -46.837383445963496 -83.42466788989259  -122.71435332572031
4am2msa1p                    -46.86792322967085  -99.7721804586181   -177.44174821115683
2am2sa1tma                   -46.99893192331365  -92.35682959368569  -152.13113422907935
1ma1msa1nta1sa1tma           -47.0951112529292   -96.74207783592283  -166.5167418518481 
2sa3tma                      -47.11993156099925  -96.69826328626368  -166.28653941107225
2pcla2tma                    -47.12226217289572  -82.68796959711472  -119.28796721157391
2ma1msa1nta1sa               -47.269449588202406 -95.65773540962255  -162.29510589044486
1dma1fa1msa1sa1tma           -47.27125561873254  -96.73511461992166  -165.90259601265177
2eda1fa2msa                  -47.31273379502818  -99.86254064552486  -176.25291581652584
1fa2sa2tma                   -47.34993232056149  -96.21240963035962  -163.8855519361089 
1dma1msa3sa                  -47.35097504546866  -98.90849107666872  -172.92475610037803
1dma1ma1pcla1sa              -47.59912065527169  -84.35028737253742  -123.26401716365402
1dma4sa                      -47.66942050145008  -98.58928761049174  -170.78607113679692
2am1dma2sa                   -47.72731851658318  -93.7172127662925   -154.25086114283576
3dma1msa1sa                  -47.734546612831764 -96.89772595383693  -164.89411149074164
1fa2ma1msa1sa                -47.78443092969246  -95.95434121997096  -161.56267077123476
3am1fa2sa                    -47.79826051159762  -104.10197955567855 -188.84359900815312
1am1fa1msa1sa1tma            -47.859746371468646 -94.36938442531391  -155.9940904038241 
2dma1p2sa                    -48.08633796333743  -83.40746727594524  -118.46764820577609
1am2ma2sa                    -48.09014952881262  -94.57323929807171  -155.9050470210276 
1dma2sa1tma                  -48.16679543421196  -85.04599502289784  -123.69344151907536
1am1fa1msa1sa2tma            -48.32626767709735  -108.0936690424569  -200.46084643838725
3dma1p1sa                    -48.40548374618811  -83.83935795424622  -118.84579643868686
1dma1fa1ma1msa1sa            -48.5565936435014   -97.31453774578404  -163.5349458401608 
3am1p2sa                     -48.605973694691784 -91.17660587475984  -142.782599966693  
1am1dma1fa1ma1nta1sa         -48.854361819976475 -107.28299055557    -195.97058103567278
3am3msa                      -48.91871284134686  -107.59748300584033 -196.8095594978306 
2am1fa1ma1msa1sa             -48.92635801632423  -106.49801849259529 -193.09629540924408
1dma1pcla1sa1tma             -49.00511246729002  -85.92544248347986  -123.83139364788674
1am1dma1fa1nta1sa1tma        -49.011558882848476 -107.97740537041682 -197.77241820455646
2am1eda2sa                   -49.081080215401016 -95.8188398561906   -156.75921395540672
4am4msa                      -49.170293354196474 -131.64235816290602 -276.6126607702649 
1am1eda1fa2sa                -49.28999208472669  -96.85495290800463  -159.53366031655   
1eda2sa1tma                  -49.3426979129581   -86.88584639379405  -125.9203370147242 
1eda1fa1ma1msa1sa            -49.36811084731016  -100.1519411157351  -170.32980133625122
2ma1nta2sa                   -49.39469604450278  -96.9768731672084   -159.59140406791244
2am3sa                       -49.45692647295073  -95.88862925372086  -155.73269421716006
1fa1ma1nta1sa2tma            -49.46374025926343  -108.81027913105208 -199.04926671757795
4am2msa1sa                   -49.477493212383706 -116.86439419962699 -226.0167733927555 
3ma2sa                       -49.532404187484644 -99.00421223044395  -165.92925723020778
1nta2sa2tma                  -49.575993376929546 -98.57391607848695  -164.33983800634988
2dma2sa                      -49.63501582189929  -86.57200586760882  -123.88727166155351
1am1dma1fa2sa                -49.649744527530856 -96.46885261964053  -157.0320579991998 
1b1homJ1sa                   -49.711871434759814 -79.25126104062656  -99.07559820879266 
1dma1msa1nta1sa1tma          -49.776594026901876 -99.80977415977395  -167.8121084453329 
1b2sa                        -49.84308780229185  -76.62032958737109  -89.81130902216299 
1fa2ma1nta1sa1tma            -49.92574371265073  -109.7675108925614  -200.71027060162533
1fa3ma1nta1sa                -49.93246665404877  -109.93263734149514 -201.2415585697708 
1dma1fa1nta1sa2tma           -49.95313492658897  -109.98501314106397 -201.34790613648823
3am2msa1p                    -49.99917385572917  -94.90194082466769  -150.60461837643885
1ma2sa2tma                   -50.124098021449754 -98.85175234865164  -163.4333534373732 
1dma1ma2pcla                 -50.14738810493145  -85.39337938302197  -118.21563400339517
1dma1malonic3sa              -50.189429965103045 -101.58621880388819 -172.38567445512007
2dma1fa1msa1sa               -50.23221595957875  -99.3047687249491   -164.59014846661807
1fa2ma2sa                    -50.248117313254625 -97.50042627949733  -158.48502084959136
1am1ma2sa1tma                -50.3413432774978   -97.02692925735028  -156.58422263951206
2ma2sa1tma                   -50.40299239837623  -99.24397660433897  -163.81346371244842
1fa1ma2sa1tma                -50.41366071849188  -97.74241434494616  -158.74141749568145
1dma2pcla1tma                -50.4810157277534   -86.26464311024756  -120.01887433341516
1dma1eda1fa1msa1sa           -50.558716220548376 -100.56225530290976 -167.71269187515412
1dma1eda2sa                  -50.60789762204513  -88.46948338486254  -126.98838089216532
2eda2sa                      -50.6105164217297   -89.77428054984193  -131.35590853045298
2am1dma1fa1msa1sa            -50.61839460057672  -109.08171112497803 -196.08692444896053
2eda1fa1msa1sa               -50.627489543752745 -102.70893231208902 -174.6820149870727 
1b1gd1sa                     -50.642426999809686 -77.39002792845713  -89.71189310304108 
2am1b2msa                    -50.74996385036502  -99.22390592156444  -162.58239836094424
1ma1nta2sa1tma               -50.83716195136367  -99.5890925959975   -163.51477660554133
1am1dma2sa1tma               -51.014121072381386 -97.69022812371259  -156.55243015731895
1dma1ma1msa1nta1sa           -51.08081187057542  -99.72430653305491  -163.1510805385759 
2dma1pcla1sa                 -51.11734471813543  -88.17656929959776  -124.29724830228315
4ma2sa                       -51.15817169554066  -109.47057594743092 -195.58076220654024
1eda1fa2sa1tma               -51.29265133898298  -101.42802853058674 -168.15487905883583
1am1fa2ma1msa1sa             -51.398498642258346 -111.16342861927114 -200.45255736188636
1am1fa1ma1msa1sa1tma         -51.47734233814117  -110.80135289518512 -198.97370637959557
3am1msa2sa                   -51.49785670021083  -107.9465989182936  -189.3300091170275 
2am1fa2sa1tma                -51.624010864426964 -109.97725671567605 -195.7177456023731 
1am1b1msa1sa                 -51.64437171665486  -89.48964498681016  -126.93366852254094
2am1fa1ma2sa                 -51.75789290852845  -107.9999850334134  -188.63690130789007
1am1eda1ma2sa                -51.76005517912563  -99.4453091842588   -159.93712562615784
1am2dma1fa1nta1sa            -51.83190404967172  -111.54109274601797 -200.26560018950954
1am1dma1ma2sa                -51.95909941918217  -97.56644239323214  -152.9677778776373 
1am1eda2sa1tma               -52.062555325814174 -99.76607170901843  -159.99837794175707
1dma1nta2sa1tma              -52.11170476874395  -101.9225905596104  -167.0665295687665 
1dma1fa2sa1tma               -52.11440965162183  -100.4980899367074  -162.2796588469738 
1dma1fa1ma1nta1sa1tma        -52.46725375165988  -112.47998438074137 -201.28368482065133
2am2dma2sa                   -52.509045147919096 -107.78563637181651 -185.39859541787024
1dma1fa2ma1nta1sa            -52.6146760538104   -112.39760750200367 -200.51293459066096
1dma2ma2sa                   -52.638971825828776 -101.92666659341194 -165.31173827800694
1fa1ma1msa1sa2tma            -52.79967511349241  -113.09594466583803 -202.23467902894535
2dma1fa1nta1sa1tma           -52.8938793886482   -113.65501323106582 -203.7938414980904 
3am1msa1nta1sa               -52.91405058215605  -109.955860736256   -191.3191687208092 
2dma2pcla                    -52.92746698379051  -88.7518287054263   -120.15549797633471
1dma2sa2tma                  -52.95757915489958  -102.12516686593881 -164.9088972365087 
2dma1msa1nta1sa              -52.977990261802915 -102.44277174462331 -165.90569003138268
1eda2ma2sa                   -53.08173710119445  -103.58729892608244 -169.3964844037245 
1dma1ma1nta2sa               -53.088463788153604 -100.85711488348898 -160.21684083669268
1gd3sa                       -53.1704385522753   -90.87530340254307  -126.46273637586444
1eda2sa2tma                  -53.21039648508304  -103.0964979037526  -167.3188040196419 
1dma1fa1msa1sa2tma           -53.30339675323921  -114.71352326055057 -205.9705735621508 
1eda1fa1msa1sa1tma           -53.35471553548996  -102.63839591000578 -165.2982739370392 
1am1dma1fa1msa1sa1tma        -53.35955176439893  -113.42116005913704 -201.44762131444827
1eda1fa1ma2sa                -53.55759097030386  -101.39850308350287 -160.45920547712439
1am1dma1eda2sa               -53.57059949124232  -101.16276594530791 -159.62490844947013
1dma1ma2sa1tma               -53.59586259968637  -101.8174175680906  -161.73588786958436
1dma5sa                      -53.59736198280007  -117.88989177718759 -215.63820155707884
1dma1fa1ma2sa                -53.70814800192602  -101.51533443084918 -160.346088978662  
1am2dma2sa                   -53.73506975104101  -99.89310979063157  -154.8148248860641 
1fa2sa3tma                   -53.948032020416576 -113.94887895754073 -201.243826722185  
1b2homJ1sa                   -54.011711317521986 -102.3749451082549  -162.21108096864185
1eda1ma2sa1tma               -54.02589104861545  -103.86617752109305 -167.16513993853556
2am1dma1fa2sa                -54.03194545872975  -112.76673471182585 -196.99744844360828
1am1ma3sa                    -54.09439016273245  -101.7540941790212  -159.85143054340406
2dma1fa2sa                   -54.103707595029846 -102.08429859089665 -160.92769074612767
4gd1sa                       -54.14905853383243  -106.1095156375086  -174.27622707982215
1am2eda2sa                   -54.23584007238969  -103.21279246883933 -164.269503259324  
2dma1fa1ma1nta1sa            -54.26777146238601  -113.66998114722082 -199.23598753935096
1msa1nta1sa3tma              -54.30040580872446  -116.30862361862091 -207.9765816200254 
1dma1eda1fa2sa               -54.30706287454814  -104.16379611857701 -167.2203026804077 
2eda1fa2sa                   -54.56211233860813  -104.78293251246214 -168.44145622621565
1am1dma1fa1ma1msa1sa         -54.60939568676986  -114.38822547730524 -200.49917756464708
1fa2ma1msa1sa1tma            -54.64450560959813  -115.70808529257192 -204.8082498172431 
4am1msa2sa                   -54.743259976268746 -120.7236963546602  -221.29946798042994
3dma1fa1nta1sa               -54.762771673093084 -115.12175526976353 -202.4450229643994 
1fa3ma1msa1sa                -55.02289715909865  -116.35146884643473 -205.69703735476116
2dma2msa1sa                  -55.10338628134923  -105.48857756966026 -168.99275964441335
3am1nta2sa                   -55.13367840810679  -111.26471399876755 -188.26441586585364
1am1fa2ma2sa                 -55.24219210073352  -112.08823816908989 -190.6625727603024 
2dma1nta2sa                  -55.541710385121405 -103.85004855354782 -162.02696014848166
2am1mb3msa                   -55.71162903221557  -118.13191298703896 -209.35865824265488
2dma1ma2sa                   -55.80618822982069  -105.65678035153542 -167.1997052542566 
1am1fa2sa2tma                -55.81624940657639  -115.18773059936939 -199.1329236728912 
1am1msa1nta1sa2tma           -55.880660307680955 -116.0143662437331  -201.68943798843776
2dma1fa1msa1sa1tma           -55.94710999571544  -116.81902496152907 -204.16540320532562
1am1b3msa                    -56.03661824739538  -107.52551173325628 -172.69459495466486
1put3sa                      -56.18035337864421  -98.17852958920412  -140.8625732366578 
2am1msa1nta1sa1tma           -56.26044321079098  -115.60364139065496 -199.0380619818494 
4dma1p1sa                    -56.34392525469593  -103.66374784769141 -158.71146266310177
1am1fa1ma2sa1tma             -56.35383644014655  -115.78473535683588 -199.33221169575552
1dma1eda1ma2sa               -56.44792090484407  -106.72071512020193 -168.6157780157102 
2eda2sa1tma                  -56.45319191379531  -107.64998428759282 -171.71488302451064
1dma1eda2sa1tma              -56.69792209159641  -106.57271517292247 -167.28087567132906
4am1msa1p1sa                 -56.7829680750001   -110.32258948168601 -179.57277010470284
2eda1ma2sa                   -56.814667549566366 -108.73221708892379 -174.13231440342932
2dma2sa1tma                  -56.89636985621473  -105.9641850721382  -164.57425864797762
2put2sa                      -56.98617704433855  -99.49442505999468  -142.57336245414436
2am1ma1msa1nta1sa            -57.00447683298262  -115.0037861847668  -194.53063676561283
3am1mb3msa                   -57.07334568124497  -130.103736815101   -244.94513209398406
1dma1fa1ma1msa1sa1tma        -57.193022820705664 -118.64492883751518 -206.1107027234455 
1am2dma1fa1msa1sa            -57.27721243374981  -118.12731260398868 -204.09223602327313
