#CLUSTER                   ddG_298.15K_[kcal/mol]  ddH_298.15K_[kcal/mol]  ddS_298.15K_[cal/mol/K]  ddE_[kcal/mol]
3dma1fa1ma1msa2sa          -94.894231960061        -182.52763360750396     -293.923869352916        -198.98154278681614
2dma1msa1nta2sa2tma        -95.22604363187565      -184.005424848845       -297.7675036612733       -201.91010920281406
3dma1ma2msa1nta1sa         -95.43483356788056      -183.47444204764906     -295.2862937445198       -200.21840140013956
4ma2msa1nta1sa             -95.65221855143318      -182.5620162297273      -291.49688974716776      -198.93876440171152
4dma1fa1msa2sa             -95.98805066070054      -183.47741664003115     -293.4407713542971       -199.91152783529833
1dma1ma1msa1nta2sa2tma     -96.2488590097928       -184.01276072705514     -294.36156873121934      -201.19843872307683
2dma2ma2msa1nta1sa         -96.65338145388523      -185.27976744936313     -297.2543551736156       -202.2719797664322
2ma1msa1nta2sa2tma         -96.96541588645778      -185.00230534220464     -295.27717409293734      -202.30558568934794
1dma3ma2msa1nta1sa         -97.08444121578941      -184.47702470899094     -293.11616130403456      -200.82549699908122
2dma1fa2ma1msa2sa          -97.13439685630146      -184.0153015757678      -291.3999822875347       -200.18783522723243
4ma1msa1nta2sa             -98.68831162643619      -185.6930680949008      -291.81538309045794      -201.46798489580397
3dma1msa1nta2sa1tma        -98.73643432230165      -187.75203812935797     -298.55979811202667      -205.18851933399856
3ma1msa1nta2sa1tma         -99.1252351738367       -186.66799866010842     -293.61986747077515      -203.60212121861696
2dma1ma1msa1nta2sa1tma     -100.23552019427007     -188.08852251827193     -294.66041363187674      -205.28974134060263
1dma2ma1msa1nta2sa1tma     -101.86652426490036     -190.1626701888017      -296.1467245474596       -207.22460868912458
2dma2ma1msa1nta2sa         -102.60043172352016     -190.2355840007076      -293.9297409925714       -206.7463215101743
3dma1ma1msa1nta2sa         -102.96012696740218     -190.90781363204587     -294.9779864667529       -207.18266877310816
4dma1msa1nta2sa            -103.14466576720588     -191.91961660061497     -297.7526440843264       -208.92998275358696
1dma3ma1msa1nta2sa         -103.71783710364252     -191.2406308046775      -293.5528884813469       -207.7271395722637
